docno	text
682	"War has resumed in #Gaza as #Israel restarts attacks, ending the #ceasefire. The #MiddleEast faces a critical moment with the potential for both ongoing conflict and peace.

https://t.co/EsBnn2vuTM"
683	@TheBlueGem3 Actually NDP is doing well in Calgary Confederation. The Liberal candidate was involved in the beating of university students and alumni because they wanted a ceasefire in Gaza to stop the Israeli genocide against Palestinians. Don’t vote Liberal in Calgary Confederation.
684	50-day Ceasefire in Gaza is imminent within days. The Zionists need time to have all their focus on Iran.
685	@Klipklapper @camhigby During Israels recent ceasefire in Gaza, it killed numerous Palestinian civilians DURING the Ceasefire! Israelis did the same in Lebanon, where DURING the ceasefire they killed numerous civilians. So your reference to the supposed pre-Oct 7th ceasefire is bs.
686	"Israeli Channel Kan: Draft were exchanged between ‘Israel’ and Egypt regarding the Egyptian proposal for the release of detainees and a ceasefire in Gaza. This proposal aims to merge the two proposals presented by American mediator Steve Witkoff
https://t.co/6E1CEaGU1E https://t.co/NuBlVkkA3q"
687	Israel dismisses the army in Gaza seeking a letter of ceasefire https://t.co/y84vj7clB3 #Israel #dismisses #the #army #in #Gaza #seeking #a #letter #of #ceasefire
688	"@BigBoboStranger @Otto_H_Abelard @LeNosyGuy1 @toteskosh @FriendIsrael65 So a restaurant built during ceasefire in Northern Gaza has food? Wow, almost as if famine affects certain regions and certain material conditions finally allowed for aid to reach crucial areas. 
Nazi pig"
689	"@marcorubio Seeing what happened in Gaza - ""ceasefire"" leading to the most deranged Israeli starvation/bombing/aid worker execution campaign yet - why would Putin trust Trump in Ukraine?"
690	@RepRashida Just a reminder - Gaza started this heinous war during ceasefire attacking its neighbor Israel committing heinous crimes - beheading babies, raping women, abducting people (many are children), killing and raping young people in a nature party and firing rockets into Israel cities
691	"@JoeBiden earlier said that the killing of Hamas leader Yahya Sinwar in Gaza raises ""the prospect of a ceasefire"" in the year-long war, but 
@netanyahu
 has said it was not the end.. https://t.co/CD9W2z27Xg"
692	@marcorubio That ceasefire in Gaza lasted how long until Israel broke it?
693	"“We call for a renewal of the ceasefire now, ⁠a dignified release of all the hostages in Gaza, and unimpeded flow of humanitarian aid and commercial supplies”

- Unrwa
https://t.co/oAPpMOttTB"
694	@LauraLoomer @SteveWitkoff Steve Witkoff is a great man but couldn’t achieve a ceasefire neither in Gaza nor Ukraine.
695	"The State Department statement following Secretary Rubio’s meeting with Saudi FM:

""The Secretary and the Foreign Minister discussed diplomatic efforts in Gaza to release hostages and work towards a durable ceasefire in Gaza, in which Hamas is completely disarmed and disempowered https://t.co/z3plYZQzQ6"
696	I'm going to sound really stupid but there was a ceasefire in Gaza, yet IDF is still blasting the hell out of the place and we're paying for it. Can someone help me to understand. So I guess Netanyahu wanting to clear and we're letting him do it. Where's the UN. Do something.
697	@WhiteHouse WHY ISN'T THERE A CEASEFIRE IN GAZA? DIDN'T YOU PROMISE US PEACE &amp; NO PARTICIPATION IN NEVER ENDING WARS?
